iid;title;year;Children's;Comedy;Animation;Adventure;Fantasy;Romance;Drama;Action;Thriller;Crime;Horror;Sci-Fi;Documentary;War;Musical;Mystery;Film-Noir;Western;directors;actors;writers
491;Son in Law;1993;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
492;So I Married an Axe Murderer;1993;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
493;Striking Distance;1993;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Bruce Willis;
494;Super Mario Bros.;1993;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;;;
495;Surviving the Game;1994;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
496;Terminal Velocity;1994;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
497;Thirty-Two Short Films About Glenn Gould;1993;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
498;Threesome;1994;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
499;Nightmare Before Christmas;1993;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
500;Three Musketeers;1993;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
501;Tombstone;1993;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;Kurt Russell,Val Kilmer,Bill Paxton;
502;Trial by Jury;1994;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;William Hurt;
503;True Romance;1993;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;;Christian Slater,Patricia Arquette,Val Kilmer;Quentin Tarantino
504;War Room;1993;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
505;Pagemaster;1994;True;False;True;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
506;Killer;1994;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;Robert De Niro;
507;Welcome to the Dollhouse;1995;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
508;Germinal;1993;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
509;Chasers;1994;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
510;Cronos;1992;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
511;Naked in New York;1994;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
512;Kika;1993;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
513;Bhaji on the Beach;1993;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
514;Little Big League;1994;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
515;Slingshot;1993;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
516;Wedding Gift;1994;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
517;Ciao, Professore!;1993;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
518;Spanking the Monkey;1994;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
519;Little Rascals;1994;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
520;Andre;1994;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
521;Princess Caraboo;1994;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Kevin Kline;
522;Celluloid Closet;1995;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
523;Dear Diary;1994;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
524;Brady Bunch Movie;1995;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
525;Home Alone;1990;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Joe Pesci;John Hughes
526;Ghost;1990;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;Demi Moore;
527;Aladdin;1992;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;Robin Williams;Burny Mattinson
528;Terminator 2: Judgment Day;1991;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;;Arnold Schwarzenegger;James Cameron
529;Dances with Wolves;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;;Kevin Costner;
530;Batman;1989;False;False;False;True;False;False;True;True;False;True;False;False;False;False;False;False;False;False;Tim Burton;Michael Keaton,Jack Nicholson;
531;Silence of the Lambs;1991;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
532;Snow White and the Seven Dwarfs;1937;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
533;Beauty and the Beast;1991;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;Burny Mattinson
534;Pinocchio;1940;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
535;Pretty Woman;1990;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;Richard Gere,Julia Roberts;
536;Wild Bunch;1969;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;William Holden;
537;Love and a .45;1994;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
538;Great Day in Harlem;1994;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
539;Bye Bye, Love;1995;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
540;One Fine Day;1996;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Michelle Pfeiffer;
541;Candyman: Farewell to the Flesh;1995;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
542;Fargo;1996;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;
543;Homeward Bound II: Lost in San Francisco;1996;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Michael J. Fox;
544;Heavy Metal;1981;False;False;True;True;False;False;False;True;False;False;True;True;False;False;False;False;False;False;;;Dan O'Bannon,Dan O'Bannon
545;Hellraiser: Bloodline;1996;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;;;
546;Pallbearer;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
547;Jane Eyre;1996;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
548;Bread and Chocolate;1973;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
549;Aristocats;1970;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Ralph Wright
550;Flower of My Secret;1995;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
551;Ed;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
552;My Favorite Season;1993;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
553;Thin Line Between Love and Hate;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
554;Last Supper;1995;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
555;Primal Fear;1996;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;Richard Gere;
556;All Dogs Go to Heaven 2;1996;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
557;Land and Freedom;1995;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
558;Denise Calls Up;1995;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
559;Family Thing;1996;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Robert Duvall;
560;Sgt. Bilko;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Steve Martin,Dan Aykroyd;
561;Jack and Sarah;1995;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
562;Girl 6;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Spike Lee;;
563;Diabolique;1996;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
564;Nelly & Monsieur Arnaud;1995;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
565;Courage Under Fire;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;Denzel Washington,Meg Ryan;
566;Mission: Impossible;1996;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;;Tom Cruise;
567;Cold Fever;1994;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
568;Moll Flanders;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Morgan Freeman;
569;Dragonheart;1996;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Dennis Quaid;
570;Eddie;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Whoopi Goldberg;
571;Purple Noon;1960;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;;;
572;James and the Giant Peach;1996;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;Richard Dreyfuss;
573;Fear;1996;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
574;Kids in the Hall: Brain Candy;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
575;Underground;1995;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
576;Bloodsport 2;1995;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
577;Pather Panchali;1955;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
578;Aparajito;1956;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
579;World of Apu;1959;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
580;Mystery Science Theater 3000: The Movie;1996;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
581;Space Jam;1996;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
582;Barbarella;1968;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
583;Some Folks Call It a Sling Blade;1993;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
584;Alphaville;1965;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
585;Clean Slate;1981;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
586;It's My Party;1995;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
587;Operation Dumbo Drop;1995;False;True;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;;Danny Glover;
588;Mrs. Winterbourne;1996;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;Brendan Fraser;
589;Solo;1996;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;;;
590;Substitute;1996;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
591;True Crime;1995;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;Clint Eastwood;Clint Eastwood,James Woods;
592;Feeling Minnesota;1996;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Vincent D'Onofrio;
593;Angus;1995;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
594;Faces;1968;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
595;Quest;1996;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
596;Cosi;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
597;Mulholland Falls;1996;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;;Nick Nolte,Melanie Griffith;
598;Truth About Cats & Dogs;1996;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
599;Oliver & Company;1988;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
600;Celtic Pride;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Dan Aykroyd;
601;Flipper;1996;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
602;Dead Man;1995;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;Johnny Depp;
603;Horseman on the Roof;1995;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;Jean-Claude Carrière
604;Switchblade Sisters;1975;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
605;Visitors;1993;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
606;Multiplicity;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Michael Keaton;Lowell Ganz,Babaloo Mandel
607;Wallace & Gromit: The Best of Aardman Animation;1996;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
608;Haunted World of Edward D. Wood Jr.;1995;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
609;Craft;1996;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;
610;Great White Hype;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Samuel L. Jackson,Jeff Goldblum;
611;Cold Comfort Farm;1995;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
612;Heaven's Prisoners;1996;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;;Alec Baldwin;
613;Rock;1996;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;Sean Connery,Nicolas Cage,Ed Harris;
614;Cemetery Man;1994;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
615;Twister;1996;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;;Bill Paxton;Michael Crichton
616;Barb Wire;1996;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;;;
617;Ghost in the Shell;1995;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
618;Thinner;1996;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;Stephen King
619;Spy Hard;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
620;Close Shave;1995;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
621;Force of Evil;1948;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;;
622;Stupids;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
623;Arrival;1996;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;;;
624;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1963;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;Stanley Kubrick;;
625;Careful;1992;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
626;Month by the Lake;1995;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
627;Gold Diggers: The Secret of Bear Mountain;1995;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
628;Maya Lin: A Strong Clear Vision;1994;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
629;Stalingrad;1993;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
630;Phantom;1996;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Ed Harris;
631;Striptease;1996;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;Demi Moore;
632;Heavy;1995;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
633;Jack;1996;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Robin Williams;
634;I Shot Andy Warhol;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
635;Grass Harp;1995;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Walter Matthau;
636;Marlene Dietrich: Shadow and Light;1996;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
637;Vie est belle, La;1987;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
638;Trainspotting;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
639;'Til There Was You;1997;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
640;Independence Day;1996;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;;Bill Pullman,Jeff Goldblum;
641;Stealing Beauty;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
642;Fan;1996;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
643;Hunchback of Notre Dame;1996;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;Burny Mattinson
644;Cable Guy;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Matthew Broderick;
645;Kingpin;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Woody Harrelson,Bill Murray;
646;Eraser;1996;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;Arnold Schwarzenegger;
647;Nutty Professor;1996;False;True;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;Eddie Murphy;
648;Daylight;1996;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;Sylvester Stallone;
649;Frighteners;1996;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
650;Lone Star;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;John Sayles
651;Harriet the Spy;1996;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
652;Phenomenon;1996;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;John Travolta,Robert Duvall;
653;Walking and Talking;1996;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
654;She's the One;1996;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
655;Time to Kill;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Nicolas Cage;
656;American Buffalo;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Dustin Hoffman;David Mamet,David Mamet
657;Rendezvous in Paris;1995;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
658;Alaska;1996;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
659;Fled;1996;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
660;Kazaam;1996;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
661;Larger Than Life;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bill Murray;
662;Very Brady Sequel;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
663;Kaspar Hauser;1993;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
664;Adventures of Pinocchio;1996;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
665;Joe's Apartment;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
666;First Wives Club;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bette Midler,Diane Keaton;
667;Stonewall;1995;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
668;Ransom;1996;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;Ron Howard;Mel Gibson,Rene Russo;Richard Maibaum
669;High School High;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Pat Proft
670;Foxfire;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
671;Chain Reaction;1996;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;Morgan Freeman;
672;Matilda;1996;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Danny DeVito;
673;Emma;1996;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
674;Crow: City of Angels;1996;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
675;House Arrest;1996;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jamie Lee Curtis;
676;Eyes Without a Face;1959;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
677;Tales from the Crypt Presents: Bordello of Blood;1996;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
678;Flirt;1995;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
679;Spitfire Grill;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
680;Escape from L.A.;1996;False;False;False;True;False;False;False;True;True;False;False;True;False;False;False;False;False;False;John Carpenter;Kurt Russell;John Carpenter,John Carpenter
681;Cyclo;1995;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;;
682;Basquiat;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
683;Tin Cup;1996;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;Kevin Costner,Rene Russo;
684;Godfather;1972;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;;;
685;Supercop;1992;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
686;Manny & Lo;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
687;Wife;1995;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
688;Bound;1996;False;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;;;
689;Carpool;1996;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
690;Kansas City;1996;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;Jennifer Jason Leigh;
691;Gone Fishin';1997;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Joe Pesci,Danny Glover;
692;Nothing to Lose;1994;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Tim Robbins;
693;Police Story 4: Project S;1993;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
694;Girls Town;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
695;Relic;1997;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
696;Island of Dr. Moreau;1996;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;;Val Kilmer;
697;First Kid;1996;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
698;Trigger Effect;1996;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
699;Bogus;1996;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;Whoopi Goldberg;
700;Bulletproof;1996;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
701;Land Before Time III: The Time of the Great Giving;1995;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
702;Halloween: The Curse of Michael Myers;1995;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;John Carpenter
703;Twelfth Night;1996;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;William Shakespeare
704;Mother Night;1996;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Nick Nolte;
705;Wild Reeds;1994;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
706;For Whom the Bell Tolls;1943;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
707;Philadelphia Story;1940;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
708;Singin' in the Rain;1952;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
709;American in Paris;1951;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
710;Funny Face;1957;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
711;Breakfast at Tiffany's;1961;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
712;Vertigo;1958;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;Alfred Hitchcock;James Stewart;
713;Rear Window;1954;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;Alfred Hitchcock;James Stewart;
714;It Happened One Night;1934;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
715;Gaslight;1944;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;;;
716;Gay Divorcee;1934;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
717;North by Northwest;1959;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;Cary Grant;
718;Apartment;1960;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
719;Some Like It Hot;1959;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;Jack Lemmon;
720;Charade;1963;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;Cary Grant,Walter Matthau;
721;Casablanca;1942;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;;
722;Maltese Falcon;1941;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;;;
723;My Fair Lady;1964;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
724;Sabrina;1954;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;William Holden;
725;Roman Holiday;1953;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;Gregory Peck;
726;Little Princess;1939;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
727;Meet Me in St. Louis;1944;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
728;Wizard of Oz;1939;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;;;
729;Gone with the Wind;1939;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;;
730;My Favorite Year;1982;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
731;Sunset Blvd.;1950;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;William Holden;
732;Citizen Kane;1941;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
733;2001: A Space Odyssey;1968;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;True;False;False;Stanley Kubrick;;
734;Golden Earrings;1947;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
735;All About Eve;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
736;Women;1939;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Mel Gibson;
737;Rebecca;1940;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
